placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Above Suspension,2,100,Robust Scaler,"(None, 100, 7)","(None, 1)",0.04191792383790016,0.34881114959716797,0.9862345457077026,0.909282922744751
Above Suspension,2,200,Robust Scaler,"(None, 200, 7)","(None, 1)",0.01028017234057188,0.2779700756072998,0.9972514510154724,0.9417136907577515
Above Suspension,2,300,Robust Scaler,"(None, 300, 7)","(None, 1)",0.019567769020795822,0.2083139270544052,0.9949049949645996,0.9716829657554626
Above Suspension,2,400,Robust Scaler,"(None, 400, 7)","(None, 1)",0.0744483470916748,0.08747553080320358,0.9758555293083191,0.9739130139350891
Above Suspension,2,500,Robust Scaler,"(None, 500, 7)","(None, 1)",0.005096149630844593,0.22279632091522217,0.9984800815582275,0.9644795060157776
