placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Below Suspension,1,100,Robust Scaler,"(None, 100, 7)","(None, 1)",0.06775810569524765,0.19472554326057434,0.9777734875679016,0.9422875046730042
Below Suspension,1,200,Robust Scaler,"(None, 200, 7)","(None, 1)",0.011885866522789001,0.19810700416564941,0.9967726469039917,0.9641596078872681
Below Suspension,1,300,Robust Scaler,"(None, 300, 7)","(None, 1)",0.010999083518981934,0.09645331650972366,0.9967212080955505,0.9784126281738281
Below Suspension,1,400,Robust Scaler,"(None, 400, 7)","(None, 1)",0.010507853701710701,0.09200548380613327,0.9968846440315247,0.9859806299209595
Below Suspension,1,500,Robust Scaler,"(None, 500, 7)","(None, 1)",0.005569778382778168,0.2463081032037735,0.9982171058654785,0.957833468914032
