placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Above Suspension,2,100,Robust Scaler,"(None, 10, 10, 7)","(None, 1)",0.09161745756864548,0.22081050276756287,0.9668599367141724,0.927805483341217
Above Suspension,2,200,Robust Scaler,"(None, 20, 10, 7)","(None, 1)",0.02360406145453453,0.17942649126052856,0.9927264451980591,0.9499059915542603
Above Suspension,2,300,Robust Scaler,"(None, 30, 10, 7)","(None, 1)",0.010871817357838154,0.2239244133234024,0.9972341656684875,0.9732885956764221
Above Suspension,2,400,Robust Scaler,"(None, 40, 10, 7)","(None, 1)",0.03670111671090126,0.07952135056257248,0.9884030222892761,0.9739130139350891
Above Suspension,2,500,Robust Scaler,"(None, 50, 10, 7)","(None, 1)",0.03865451738238335,0.13662204146385193,0.9892266392707825,0.9766870141029358
