placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Below Suspension,1,100,Robust Scaler,"(None, 100, 7)","(None, 1)",0.03577599674463272,0.2817259430885315,0.9886526465415955,0.9503148198127747
Below Suspension,1,200,Robust Scaler,"(None, 200, 7)","(None, 1)",0.06935864686965942,0.1497010737657547,0.9797186851501465,0.9652714133262634
Below Suspension,1,300,Robust Scaler,"(None, 300, 7)","(None, 1)",0.0240350142121315,0.07293517887592316,0.9941791892051697,0.9858934283256531
Below Suspension,1,400,Robust Scaler,"(None, 400, 7)","(None, 1)",0.013264406472444534,0.034345842897892,0.9966538548469543,0.991797149181366
Below Suspension,1,500,Robust Scaler,"(None, 500, 7)","(None, 1)",0.02190832421183586,0.031261228024959564,0.9941294193267822,0.9921217560768127
