placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Dashboard,3,100,Robust Scaler,"(None, 100, 7)","(None, 1)",0.07172650843858719,0.13698594272136688,0.9750697016716003,0.9556576609611511
Dashboard,3,200,Robust Scaler,"(None, 200, 7)","(None, 1)",0.03465687483549118,0.23161228001117706,0.9893665909767151,0.9511215686798096
Dashboard,3,300,Robust Scaler,"(None, 300, 7)","(None, 1)",0.07444500178098679,0.08274603635072708,0.9737049341201782,0.9750528931617737
Dashboard,3,400,Robust Scaler,"(None, 400, 7)","(None, 1)",0.034194570034742355,0.038972895592451096,0.9909647703170776,0.9851893186569214
Dashboard,3,500,Robust Scaler,"(None, 500, 7)","(None, 1)",0.031164051964879036,0.03227967023849487,0.992047131061554,0.9896368384361267
