placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Dashboard,1,100,Robust Scaler,"(None, 10, 1, 10, 7)","(None, 1)",0.010118070058524609,0.38557830452919006,0.9972182512283325,0.9494753479957581
Dashboard,1,200,Robust Scaler,"(None, 10, 1, 20, 7)","(None, 1)",0.007061606273055077,0.27747642993927,0.9984372854232788,0.9668411016464233
Dashboard,1,300,Robust Scaler,"(None, 10, 1, 30, 7)","(None, 1)",0.15008415281772614,0.08596748858690262,0.993810772895813,0.9841122627258301
Dashboard,1,400,Robust Scaler,"(None, 10, 1, 40, 7)","(None, 1)",0.033414021134376526,0.04476570338010788,0.9911538362503052,0.9927666187286377
Dashboard,1,500,Robust Scaler,"(None, 10, 1, 50, 7)","(None, 1)",0.040127307176589966,0.04223478212952614,0.9952165484428406,0.9879140257835388
