placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Above Suspension,1,100,Robust Scaler,"(None, 100, 7)","(None, 1)",0.04003112390637398,0.4801674783229828,0.9871929287910461,0.927702009677887
Above Suspension,1,200,Robust Scaler,"(None, 200, 7)","(None, 1)",0.02859891951084137,0.2603127956390381,0.9910993576049805,0.936821460723877
Above Suspension,1,300,Robust Scaler,"(None, 300, 7)","(None, 1)",0.0505334697663784,0.09947644174098969,0.9854848384857178,0.9782701730728149
Above Suspension,1,400,Robust Scaler,"(None, 400, 7)","(None, 1)",0.01686999946832657,0.052796922624111176,0.9958077073097229,0.989709198474884
Above Suspension,1,500,Robust Scaler,"(None, 500, 7)","(None, 1)",0.021158890798687935,0.05263233184814453,0.9942163825035095,0.984601616859436
