placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Above Suspension,1,100,Robust Scaler,"(None, 100, 7)","(None, 1)",0.02604493871331215,0.36675354838371277,0.9915170073509216,0.9357292652130127
Above Suspension,1,200,Robust Scaler,"(None, 200, 7)","(None, 1)",0.020047424361109734,0.30639544129371643,0.9945984482765198,0.936102032661438
Above Suspension,1,300,Robust Scaler,"(None, 300, 7)","(None, 1)",0.01030974742025137,0.10763108730316162,0.9972738027572632,0.9822599291801453
Above Suspension,1,400,Robust Scaler,"(None, 400, 7)","(None, 1)",0.01100928708910942,0.18385696411132812,0.9970384836196899,0.9444444179534912
Above Suspension,1,500,Robust Scaler,"(None, 500, 7)","(None, 1)",0.009747813455760479,0.1824958175420761,0.997390866279602,0.9545210599899292
